id,id,is_iceberg,predicted,prob,inc_angle,highlight
4071fcf3,4071fcf3,0,,,43.9873,"(23.0, 44.0)"
4076392e,4076392e,0,,,45.2181,"(45.0, 35.0)"
4082b192,4082b192,1,,,36.1049,"(57.0, 43.0)"
411425e6,411425e6,1,,,32.265,"(29.0, 37.0)"
41477516,41477516,1,,,39.9784,"(38.0, 39.0)"
417854dc,417854dc,0,,,43.3388,"(32.0, 34.0)"
4184f356,4184f356,0,,,43.8456,"(42.0, 55.0)"
41e04309,41e04309,1,,,42.559,"(46.0, 40.0)"
41fb321a,41fb321a,0,,,na,"(27.0, 29.0)"
420de859,420de859,0,,,37.161,"(42.0, 37.0)"
4283f28a,4283f28a,0,,,na,"(46.0, 38.0)"
42a86b3a,42a86b3a,0,,,na,"(58.0, 61.0)"
42d5bfdb,42d5bfdb,0,,,41.2,"(39.0, 47.0)"
430f9c05,430f9c05,0,,,35.7863,"(2.0, 31.0)"
43135317,43135317,0,,,43.8284,"(37.0, 41.0)"
434c4170,434c4170,1,,,33.6352,"(1.0, 71.0)"
43637b8a,43637b8a,0,,,na,"(33.0, 60.0)"
43639bfa,43639bfa,1,,,38.05,"(40.0, 35.0)"
43966b7c,43966b7c,0,,,42.5128,"(34.0, 36.0)"
439bae96,439bae96,1,,,37.6906,"(25.0, 37.0)"
440fa270,440fa270,0,,,32.1906,"(25.0, 65.0)"
4422c0d1,4422c0d1,1,,,45.2859,"(26.0, 45.0)"
4474eb06,4474eb06,1,,,42.5591,"(30.0, 38.0)"
447b145c,447b145c,0,,,42.5128,"(35.0, 34.0)"
44ed1785,44ed1785,1,,,40.3904,"(63.0, 68.0)"
44fee0dc,44fee0dc,1,,,42.5598,"(41.0, 37.0)"
452959fc,452959fc,1,,,34.0021,"(42.0, 37.0)"
456d6182,456d6182,1,,,39.234,"(39.0, 41.0)"
4575aa18,4575aa18,1,,,42.5656,"(46.0, 14.0)"
457f6c59,457f6c59,1,,,39.2325,"(47.0, 48.0)"
45aae75f,45aae75f,0,,,43.2964,"(19.0, 74.0)"
45ea7f74,45ea7f74,0,,,39.5095,"(40.0, 51.0)"
4621b841,4621b841,0,,,34.7369,"(39.0, 45.0)"
4673de2a,4673de2a,1,,,39.2166,"(17.0, 25.0)"
46b7ebab,46b7ebab,1,,,34.4718,"(56.0, 25.0)"
46c85664,46c85664,1,,,43.951,"(50.0, 12.0)"
46cd533d,46cd533d,0,,,45.3654,"(68.0, 22.0)"
46de17e9,46de17e9,0,,,38.9007,"(5.0, 38.0)"
4712eece,4712eece,0,,,42.5093,"(12.0, 54.0)"
471b4962,471b4962,1,,,34.4709,"(59.0, 46.0)"
47377a6d,47377a6d,1,,,45.2814,"(31.0, 12.0)"
4761ba29,4761ba29,0,,,34.8978,"(26.0, 34.0)"
4766f967,4766f967,1,,,42.8454,"(34.0, 53.0)"
4777aa81,4777aa81,0,,,41.7568,"(45.0, 6.0)"
479620e5,479620e5,0,,,43.4731,"(21.0, 35.0)"
47e9b7d5,47e9b7d5,1,,,38.8085,"(1.0, 0.0)"
47f0178a,47f0178a,1,,,38.0736,"(39.0, 12.0)"
4832f44f,4832f44f,1,,,43.2611,"(33.0, 70.0)"
48d78e40,48d78e40,1,,,37.2598,"(30.0, 37.0)"
492b5f24,492b5f24,1,,,36.1058,"(46.0, 31.0)"
492bb0d3,492bb0d3,0,,,33.0766,"(43.0, 49.0)"
49ce0750,49ce0750,0,,,45.8592,"(34.0, 32.0)"
49f4d394,49f4d394,0,,,41.8505,"(45.0, 30.0)"
49f9ebbf,49f9ebbf,0,,,34.8808,"(49.0, 34.0)"
4a1c2a02,4a1c2a02,1,,,35.2945,"(10.0, 65.0)"
4a206e14,4a206e14,0,,,43.9194,"(35.0, 48.0)"
4a35362f,4a35362f,0,,,38.9249,"(51.0, 18.0)"
4a4cb034,4a4cb034,0,,,43.9392,"(48.0, 34.0)"
4a57e4e6,4a57e4e6,1,,,38.4591,"(41.0, 36.0)"
4a77d02f,4a77d02f,1,,,36.1061,"(42.0, 29.0)"
4acfe35a,4acfe35a,0,,,34.9664,"(37.0, 43.0)"
4ae3bbc4,4ae3bbc4,0,,,38.2732,"(39.0, 40.0)"
4afbbcfc,4afbbcfc,0,,,35.7354,"(34.0, 13.0)"
4b1a6229,4b1a6229,1,,,43.2611,"(46.0, 62.0)"
4b453753,4b453753,0,,,41.9194,"(59.0, 54.0)"
4b5201f0,4b5201f0,1,,,39.6535,"(5.0, 57.0)"
4b5591fe,4b5591fe,0,,,39.6393,"(39.0, 55.0)"
4b58ca02,4b58ca02,1,,,36.9034,"(45.0, 3.0)"
4b68ae4c,4b68ae4c,0,,,39.669200000000004,"(34.0, 51.0)"
4b8f2c22,4b8f2c22,0,,,43.7944,"(38.0, 39.0)"
4b951984,4b951984,1,,,37.2802,"(11.0, 6.0)"
4bc45388,4bc45388,0,,,33.923,"(11.0, 22.0)"
4be9117c,4be9117c,0,,,39.5936,"(28.0, 27.0)"
4bed2ea0,4bed2ea0,1,,,41.1016,"(16.0, 63.0)"
4c060a7f,4c060a7f,0,,,42.4026,"(39.0, 46.0)"
4c114b6f,4c114b6f,1,,,40.7177,"(46.0, 49.0)"
4c16ee8c,4c16ee8c,0,,,33.9415,"(56.0, 36.0)"
4ca1a8d3,4ca1a8d3,0,,,41.9264,"(17.0, 24.0)"
4cb1ed34,4cb1ed34,1,,,45.2909,"(22.0, 44.0)"
4cb68941,4cb68941,0,,,33.136,"(37.0, 66.0)"
4ce099f3,4ce099f3,0,,,36.4444,"(13.0, 10.0)"
4cf25fd9,4cf25fd9,1,,,33.6352,"(45.0, 28.0)"
4cf34809,4cf34809,1,,,43.2564,"(34.0, 46.0)"
4cf47a74,4cf47a74,1,,,40.3416,"(22.0, 4.0)"
4cfc3a18,4cfc3a18,0,,,43.8306,"(34.0, 39.0)"
4cfca6da,4cfca6da,1,,,34.4721,"(34.0, 37.0)"
4d57fe03,4d57fe03,1,,,32.265,"(47.0, 39.0)"
4d665e8c,4d665e8c,1,,,40.3958,"(18.0, 17.0)"
4d6f2076,4d6f2076,0,,,42.4133,"(17.0, 17.0)"
4de56b05,4de56b05,0,,,30.6838,"(35.0, 53.0)"
4e19d73c,4e19d73c,0,,,43.1463,"(35.0, 40.0)"
4e7a22f6,4e7a22f6,1,,,31.0434,"(40.0, 1.0)"
4ea48c18,4ea48c18,0,,,37.326,"(32.0, 32.0)"
4f238e36,4f238e36,0,,,36.5287,"(39.0, 27.0)"
4f29af47,4f29af47,1,,,38.8594,"(58.0, 49.0)"
4f3f4169,4f3f4169,0,,,34.1367,"(37.0, 51.0)"
4fa6d8ae,4fa6d8ae,0,,,36.5411,"(23.0, 36.0)"
4fc3bb48,4fc3bb48,1,,,39.9784,"(48.0, 48.0)"
4fd7600f,4fd7600f,0,,,42.4473,"(30.0, 22.0)"
4fe594cf,4fe594cf,0,,,33.0525,"(41.0, 46.0)"
4ff0b518,4ff0b518,1,,,40.7118,"(49.0, 51.0)"
502a8388,502a8388,1,,,31.0446,"(34.0, 35.0)"
503d5f51,503d5f51,0,,,44.5834,"(41.0, 19.0)"
50853a36,50853a36,1,,,37.6877,"(74.0, 6.0)"
509eece8,509eece8,0,,,na,"(36.0, 37.0)"
50e84584,50e84584,1,,,40.7129,"(49.0, 49.0)"
50fe4eeb,50fe4eeb,1,,,34.4721,"(34.0, 41.0)"
5158d9cd,5158d9cd,1,,,42.5598,"(36.0, 37.0)"
5196228c,5196228c,1,,,45.3644,"(41.0, 39.0)"
51af2ec6,51af2ec6,0,,,36.4447,"(43.0, 45.0)"
51cb8ffc,51cb8ffc,1,,,36.123,"(17.0, 29.0)"
51cc4525,51cc4525,0,,,38.9177,"(7.0, 61.0)"
51e96360,51e96360,1,,,31.0434,"(49.0, 62.0)"
51e9dd28,51e9dd28,1,,,38.4755,"(39.0, 45.0)"
51f0ef77,51f0ef77,1,,,45.9276,"(59.0, 70.0)"
5210b709,5210b709,0,,,45.3867,"(43.0, 3.0)"
5252b669,5252b669,1,,,41.4185,"(32.0, 34.0)"
525ab75c,525ab75c,0,,,35.7829,"(45.0, 43.0)"
527bc702,527bc702,0,,,41.9264,"(30.0, 29.0)"
52d8851b,52d8851b,1,,,39.2166,"(52.0, 55.0)"
5316efdf,5316efdf,1,,,42.5642,"(12.0, 66.0)"
538701d0,538701d0,1,,,40.7186,"(53.0, 48.0)"
53b2d26b,53b2d26b,0,,,36.4256,"(32.0, 48.0)"
5400fdf1,5400fdf1,0,,,36.5593,"(38.0, 33.0)"
542dc0f1,542dc0f1,1,,,32.7838,"(12.0, 57.0)"
544d0681,544d0681,0,,,na,"(56.0, 2.0)"
54523e81,54523e81,0,,,37.3325,"(55.0, 28.0)"
54673bc9,54673bc9,0,,,38.1366,"(62.0, 21.0)"
546c9a11,546c9a11,1,,,34.4709,"(49.0, 64.0)"
548cff84,548cff84,1,,,43.946,"(43.0, 31.0)"
54b0da58,54b0da58,0,,,42.7613,"(33.0, 34.0)"
54c3d59a,54c3d59a,1,,,42.5644,"(24.0, 31.0)"
54cc4bbe,54cc4bbe,0,,,41.792,"(37.0, 35.0)"
551856d8,551856d8,0,,,na,"(16.0, 8.0)"
558288bf,558288bf,0,,,45.1238,"(29.0, 59.0)"
5587d806,5587d806,1,,,42.5598,"(40.0, 36.0)"
55a724b1,55a724b1,0,,,34.7521,"(19.0, 56.0)"
55dd56ce,55dd56ce,1,,,34.4718,"(39.0, 29.0)"
56029b57,56029b57,0,,,33.9214,"(43.0, 46.0)"
56054fb5,56054fb5,0,,,36.7033,"(35.0, 41.0)"
56426f39,56426f39,1,,,33.634,"(55.0, 58.0)"
56929c16,56929c16,0,,,41.1769,"(58.0, 16.0)"
569f5df3,569f5df3,1,,,34.8455,"(45.0, 19.0)"
56be26ac,56be26ac,0,,,43.851,"(48.0, 34.0)"
56c8639e,56c8639e,0,,,42.5075,"(33.0, 36.0)"
56f59b5b,56f59b5b,1,,,40.7177,"(51.0, 51.0)"
573948d6,573948d6,1,,,39.2337,"(26.0, 47.0)"
574a1da7,574a1da7,1,,,39.234,"(72.0, 28.0)"
57a7eee8,57a7eee8,0,,,38.0216,"(42.0, 47.0)"
57efa83d,57efa83d,1,,,39.2175,"(45.0, 54.0)"
5801c349,5801c349,0,,,41.7067,"(51.0, 34.0)"
58338e99,58338e99,0,,,38.9189,"(32.0, 34.0)"
5839ea4d,5839ea4d,1,,,43.2593,"(52.0, 5.0)"
583cdab3,583cdab3,1,,,39.2166,"(57.0, 39.0)"
586b3dee,586b3dee,0,,,39.6536,"(32.0, 11.0)"
58835983,58835983,0,,,na,"(17.0, 19.0)"
58ae9d78,58ae9d78,1,,,37.6866,"(72.0, 72.0)"
58b2aaa0,58b2aaa0,1,,,45.2859,"(16.0, 16.0)"
58ddb35b,58ddb35b,0,,,34.0424,"(37.0, 12.0)"
591c1990,591c1990,0,,,43.2263,"(39.0, 36.0)"
591cfa77,591cfa77,0,,,31.3403,"(44.0, 46.0)"
5922e495,5922e495,0,,,38.9177,"(34.0, 43.0)"
59847a24,59847a24,0,,,35.7333,"(35.0, 32.0)"
598b87f2,598b87f2,1,,,39.591,"(40.0, 38.0)"
5994c53a,5994c53a,0,,,43.2107,"(36.0, 35.0)"
59faf76c,59faf76c,1,,,43.9204,"(57.0, 19.0)"
5a3d8224,5a3d8224,0,,,na,"(1.0, 36.0)"
5a501d33,5a501d33,0,,,45.3562,"(34.0, 15.0)"
5a869fac,5a869fac,1,,,36.9034,"(19.0, 17.0)"
5a925c68,5a925c68,1,,,39.9784,"(54.0, 44.0)"
5a962d7c,5a962d7c,0,,,na,"(69.0, 64.0)"
5ac3030b,5ac3030b,0,,,43.2207,"(58.0, 37.0)"
5b7b88d2,5b7b88d2,1,,,38.8594,"(60.0, 18.0)"
5bbdfc71,5bbdfc71,0,,,na,"(25.0, 10.0)"
5bf1ac8e,5bf1ac8e,1,,,40.7186,"(48.0, 51.0)"
5c3315e9,5c3315e9,0,,,42.4078,"(42.0, 49.0)"
5c5cd0b7,5c5cd0b7,1,,,36.1088,"(31.0, 30.0)"
5c65b4d1,5c65b4d1,0,,,33.1988,"(37.0, 19.0)"
5cb21dc1,5cb21dc1,0,,,36.55,"(37.0, 25.0)"
5d500eef,5d500eef,0,,,43.1225,"(30.0, 32.0)"
5d58d936,5d58d936,1,,,38.8537,"(20.0, 34.0)"
5d9fd419,5d9fd419,0,,,43.1096,"(39.0, 37.0)"
5dea1266,5dea1266,1,,,44.6139,"(65.0, 67.0)"
5e07355a,5e07355a,1,,,44.6246,"(39.0, 35.0)"
5e798f71,5e798f71,1,,,43.2619,"(36.0, 35.0)"
5f08c717,5f08c717,0,,,34.0188,"(53.0, 5.0)"
5f3397e6,5f3397e6,0,,,37.3779,"(37.0, 23.0)"
5f477182,5f477182,0,,,42.542,"(29.0, 28.0)"
5f49ea3b,5f49ea3b,0,,,na,"(15.0, 12.0)"
5f4c8750,5f4c8750,0,,,39.5372,"(17.0, 12.0)"
5f6546a1,5f6546a1,0,,,41.8488,"(34.0, 50.0)"
5fb98756,5fb98756,1,,,36.9022,"(34.0, 71.0)"
5fc0106f,5fc0106f,0,,,41.9308,"(52.0, 35.0)"
5fe2d101,5fe2d101,0,,,43.1073,"(40.0, 49.0)"
5ff4495d,5ff4495d,1,,,39.9638,"(28.0, 37.0)"
601cdc58,601cdc58,0,,,43.3577,"(15.0, 15.0)"
60227188,60227188,0,,,37.3796,"(37.0, 11.0)"
606412bc,606412bc,1,,,40.3904,"(66.0, 56.0)"
6071a6f2,6071a6f2,1,,,43.2624,"(53.0, 4.0)"
60ad0aa8,60ad0aa8,1,,,35.2954,"(43.0, 26.0)"
60b72c27,60b72c27,0,,,38.7238,"(38.0, 46.0)"
60bb1382,60bb1382,1,,,40.4175,"(71.0, 32.0)"
60bcf9a7,60bcf9a7,1,,,36.1061,"(26.0, 45.0)"
60f72281,60f72281,1,,,43.2619,"(39.0, 36.0)"
616733d1,616733d1,0,,,33.2936,"(37.0, 45.0)"
617bf094,617bf094,0,,,38.9194,"(47.0, 14.0)"
617e8264,617e8264,1,,,42.559,"(50.0, 19.0)"
618ac08e,618ac08e,1,,,42.1486,"(48.0, 51.0)"
6193508c,6193508c,0,,,38.9108,"(61.0, 62.0)"
61939c43,61939c43,0,,,37.3624,"(37.0, 24.0)"
61b6c3d4,61b6c3d4,0,,,43.9548,"(35.0, 25.0)"
61d45f63,61d45f63,1,,,42.1428,"(37.0, 55.0)"
6212bcc2,6212bcc2,1,,,33.6352,"(36.0, 30.0)"
6253153f,6253153f,0,,,45.2653,"(44.0, 35.0)"
626bcc9c,626bcc9c,1,,,37.6904,"(26.0, 41.0)"
627e2a68,627e2a68,0,,,32.3663,"(29.0, 40.0)"
62db82b6,62db82b6,1,,,38.8537,"(21.0, 23.0)"
62e844e7,62e844e7,1,,,39.2166,"(30.0, 35.0)"
6332531e,6332531e,0,,,34.8721,"(41.0, 53.0)"
638b3f0a,638b3f0a,0,,,31.5797,"(32.0, 6.0)"
63aae86a,63aae86a,0,,,na,"(36.0, 36.0)"
63d1eca4,63d1eca4,0,,,42.7705,"(13.0, 16.0)"
63d60bde,63d60bde,1,,,36.9034,"(64.0, 71.0)"
63e86eae,63e86eae,1,,,40.7177,"(49.0, 52.0)"
6445480e,6445480e,1,,,42.5644,"(33.0, 27.0)"
646f6db3,646f6db3,1,,,41.1227,"(15.0, 45.0)"
64e98469,64e98469,0,,,na,"(15.0, 49.0)"
653f198a,653f198a,1,,,39.234,"(38.0, 37.0)"
65460dbe,65460dbe,0,,,35.6698,"(13.0, 2.0)"
65951e77,65951e77,1,,,45.2859,"(36.0, 10.0)"
65979231,65979231,0,,,35.7863,"(36.0, 29.0)"
659ecb23,659ecb23,0,,,42.0554,"(39.0, 62.0)"
65a8e79e,65a8e79e,0,,,35.6581,"(29.0, 35.0)"
65b52c55,65b52c55,0,,,41.205,"(38.0, 30.0)"
65ca9e76,65ca9e76,0,,,na,"(60.0, 30.0)"
66037a88,66037a88,1,,,33.6393,"(28.0, 25.0)"
66038fe6,66038fe6,1,,,44.7382,"(4.0, 13.0)"
660a98a7,660a98a7,0,,,na,"(36.0, 30.0)"
66348d03,66348d03,0,,,41.1342,"(43.0, 54.0)"
66c602c1,66c602c1,1,,,33.6352,"(38.0, 41.0)"
66d17828,66d17828,0,,,43.1096,"(37.0, 39.0)"
66dbf620,66dbf620,0,,,31.3119,"(27.0, 53.0)"
66ea2fbd,66ea2fbd,1,,,36.1061,"(13.0, 74.0)"
66f454c8,66f454c8,1,,,44.6201,"(17.0, 42.0)"
6706ea46,6706ea46,1,,,36.1091,"(7.0, 61.0)"
6738197b,6738197b,1,,,36.4332,"(45.0, 41.0)"
678ca706,678ca706,0,,,42.5577,"(64.0, 35.0)"
67b63f9a,67b63f9a,1,,,37.6866,"(33.0, 61.0)"
67cdcd2f,67cdcd2f,0,,,30.4869,"(50.0, 64.0)"
680f2867,680f2867,0,,,44.852,"(29.0, 38.0)"
68290b20,68290b20,1,,,38.458,"(14.0, 45.0)"
682d8246,682d8246,0,,,40.981700000000004,"(33.0, 49.0)"
68315739,68315739,0,,,34.0974,"(9.0, 51.0)"
6840d35d,6840d35d,0,,,39.6531,"(49.0, 30.0)"
68a20f15,68a20f15,0,,,na,"(35.0, 52.0)"
68a80de0,68a80de0,1,,,33.6352,"(29.0, 43.0)"
68d59566,68d59566,0,,,na,"(28.0, 35.0)"
68d78592,68d78592,0,,,38.9425,"(54.0, 35.0)"
68d82a0f,68d82a0f,0,,,38.744,"(39.0, 46.0)"
691efc6d,691efc6d,0,,,39.5965,"(30.0, 41.0)"
693a954a,693a954a,1,,,44.6239,"(22.0, 24.0)"
699105e7,699105e7,1,,,39.545,"(37.0, 36.0)"
6a182742,6a182742,0,,,31.3685,"(23.0, 56.0)"
6a442c89,6a442c89,0,,,33.923,"(41.0, 15.0)"
6a448740,6a448740,1,,,39.9635,"(46.0, 38.0)"
6a9478ad,6a9478ad,1,,,35.2957,"(28.0, 44.0)"
6abe8d67,6abe8d67,1,,,36.9032,"(29.0, 47.0)"
6b37488d,6b37488d,1,,,44.5936,"(49.0, 56.0)"
6b3e62d4,6b3e62d4,1,,,40.3726,"(19.0, 49.0)"
6c0ecb88,6c0ecb88,0,,,34.1271,"(46.0, 47.0)"
6c166fcb,6c166fcb,1,,,39.234,"(68.0, 68.0)"
6c542180,6c542180,0,,,35.7707,"(25.0, 20.0)"
6c905a48,6c905a48,1,,,42.5742,"(29.0, 43.0)"
6cb7c7c6,6cb7c7c6,1,,,38.4617,"(55.0, 60.0)"
6ce4fc19,6ce4fc19,1,,,35.2945,"(27.0, 62.0)"
6d21ed76,6d21ed76,1,,,38.4752,"(37.0, 46.0)"
6d7beb67,6d7beb67,1,,,44.615,"(27.0, 58.0)"
6d819682,6d819682,1,,,38.0449,"(34.0, 38.0)"
6d81d201,6d81d201,1,,,37.2802,"(15.0, 59.0)"
6dfd6633,6dfd6633,1,,,39.2325,"(45.0, 49.0)"
6e50e78e,6e50e78e,0,,,40.3732,"(46.0, 39.0)"
6e6c1c76,6e6c1c76,1,,,34.4721,"(38.0, 27.0)"
6e73071d,6e73071d,0,,,35.6233,"(40.0, 34.0)"
6e9b3b19,6e9b3b19,1,,,39.2166,"(2.0, 73.0)"
6e9d5935,6e9d5935,1,,,39.556,"(43.0, 37.0)"
6eadafef,6eadafef,0,,,32.251,"(38.0, 50.0)"
6edf8ef7,6edf8ef7,0,,,43.2925,"(30.0, 34.0)"
6f17c8e6,6f17c8e6,0,,,34.0473,"(33.0, 31.0)"
6f17e58c,6f17e58c,0,,,39.4991,"(43.0, 44.0)"
6fa53d41,6fa53d41,0,,,41.9165,"(41.0, 10.0)"
70117946,70117946,1,,,36.9063,"(49.0, 16.0)"
70446435,70446435,0,,,na,"(56.0, 10.0)"
7052a617,7052a617,0,,,33.8975,"(56.0, 37.0)"
707604d3,707604d3,1,,,43.9204,"(22.0, 52.0)"
707b3866,707b3866,1,,,37.6877,"(43.0, 32.0)"
707c2bb1,707c2bb1,1,,,38.0144,"(73.0, 1.0)"
70830858,70830858,0,,,43.7895,"(41.0, 50.0)"
70a639ef,70a639ef,0,,,na,"(41.0, 36.0)"
70dd04b1,70dd04b1,1,,,41.128,"(8.0, 42.0)"
716cbd21,716cbd21,0,,,44.5928,"(62.0, 23.0)"
717f085c,717f085c,0,,,na,"(68.0, 48.0)"
71a0d13b,71a0d13b,0,,,35.7829,"(30.0, 3.0)"
71ca7993,71ca7993,1,,,40.7118,"(46.0, 46.0)"
71df1b49,71df1b49,0,,,42.4156,"(37.0, 39.0)"
7229c2ec,7229c2ec,0,,,41.8248,"(54.0, 41.0)"
722a2107,722a2107,0,,,38.1357,"(36.0, 28.0)"
72c46573,72c46573,1,,,38.4591,"(65.0, 6.0)"
72da83eb,72da83eb,1,,,40.3797,"(72.0, 30.0)"
7346c439,7346c439,0,,,na,"(32.0, 22.0)"
737a9cac,737a9cac,1,,,32.7878,"(24.0, 32.0)"
73974fa2,73974fa2,0,,,45.2653,"(38.0, 35.0)"
73efa120,73efa120,0,,,na,"(65.0, 38.0)"
73f7e827,73f7e827,1,,,43.256,"(29.0, 38.0)"
741dbbfc,741dbbfc,1,,,39.9796,"(44.0, 42.0)"
74272c83,74272c83,1,,,44.6239,"(42.0, 39.0)"
74565344,74565344,0,,,41.145,"(38.0, 36.0)"
7466c79a,7466c79a,0,,,35.7863,"(31.0, 40.0)"
74725cf4,74725cf4,1,,,38.4755,"(44.0, 45.0)"
747cc59f,747cc59f,0,,,41.21,"(38.0, 40.0)"
74a6e47e,74a6e47e,0,,,43.4731,"(58.0, 31.0)"
74a7b35f,74a7b35f,0,,,32.2599,"(10.0, 66.0)"
74c92938,74c92938,0,,,38.2635,"(58.0, 44.0)"
74ca6838,74ca6838,0,,,34.0453,"(48.0, 40.0)"
750122bb,750122bb,0,,,34.9452,"(39.0, 11.0)"
75126706,75126706,0,,,41.7973,"(39.0, 34.0)"
7522fbbe,7522fbbe,1,,,45.2814,"(25.0, 6.0)"
754cb58a,754cb58a,1,,,36.1061,"(55.0, 13.0)"
755cabe3,755cabe3,1,,,45.2853,"(69.0, 54.0)"
7572e27e,7572e27e,1,,,43.9459,"(12.0, 51.0)"
75a2b5de,75a2b5de,1,,,43.2612,"(25.0, 38.0)"
75df937d,75df937d,1,,,39.9795,"(45.0, 34.0)"
76412298,76412298,0,,,na,"(58.0, 31.0)"
76ac4153,76ac4153,1,,,36.1061,"(31.0, 36.0)"
76b8d446,76b8d446,1,,,39.234,"(59.0, 36.0)"
76bf0e79,76bf0e79,0,,,na,"(21.0, 17.0)"
76f503e2,76f503e2,0,,,31.3404,"(49.0, 49.0)"
76f74570,76f74570,1,,,32.7848,"(19.0, 69.0)"
77358b3e,77358b3e,0,,,43.9888,"(35.0, 43.0)"
779308ce,779308ce,0,,,34.9664,"(57.0, 55.0)"
77c4d851,77c4d851,0,,,36.55,"(36.0, 19.0)"
77d2d457,77d2d457,0,,,na,"(37.0, 38.0)"
7810a630,7810a630,1,,,41.8554,"(42.0, 39.0)"
7830fc71,7830fc71,0,,,43.2159,"(37.0, 35.0)"
786ee92d,786ee92d,0,,,43.9024,"(16.0, 20.0)"
78aa37bd,78aa37bd,0,,,39.4991,"(46.0, 50.0)"
78ce5f90,78ce5f90,0,,,37.2667,"(39.0, 32.0)"
78d8045d,78d8045d,1,,,38.8594,"(19.0, 14.0)"
78e36c30,78e36c30,1,,,41.1334,"(23.0, 10.0)"
78ec206c,78ec206c,1,,,34.4718,"(24.0, 33.0)"
790ede66,790ede66,1,,,42.1428,"(46.0, 44.0)"
794293b5,794293b5,1,,,43.2663,"(66.0, 26.0)"
7947e997,7947e997,0,,,38.1079,"(35.0, 34.0)"
796dfa06,796dfa06,1,,,40.3958,"(59.0, 21.0)"
796ebe09,796ebe09,1,,,39.9784,"(45.0, 57.0)"
796ef698,796ef698,1,,,41.1227,"(38.0, 59.0)"
796f23d4,796f23d4,0,,,41.8645,"(37.0, 23.0)"
798dbf45,798dbf45,0,,,41.8105,"(30.0, 45.0)"
79a6f286,79a6f286,1,,,34.4721,"(27.0, 16.0)"
79a9f6da,79a9f6da,1,,,38.0736,"(71.0, 54.0)"
79b62cbe,79b62cbe,1,,,39.2325,"(47.0, 65.0)"
79c2a876,79c2a876,1,,,41.8808,"(36.0, 63.0)"
7a2c68fd,7a2c68fd,0,,,45.3668,"(69.0, 14.0)"
7a3b59ac,7a3b59ac,1,,,39.234,"(38.0, 61.0)"
7a4a774f,7a4a774f,1,,,37.6877,"(39.0, 37.0)"
7a6149bc,7a6149bc,0,,,na,"(44.0, 5.0)"
7a665fa2,7a665fa2,0,,,43.2697,"(43.0, 38.0)"
7a7aa1a5,7a7aa1a5,0,,,42.5128,"(32.0, 36.0)"
7a836d1f,7a836d1f,0,,,43.1083,"(39.0, 39.0)"
7a8b58ca,7a8b58ca,1,,,36.4792,"(14.0, 63.0)"
7ad49b9a,7ad49b9a,0,,,40.4447,"(19.0, 66.0)"
7af72b51,7af72b51,0,,,37.3141,"(36.0, 60.0)"
7b062647,7b062647,1,,,33.9843,"(53.0, 23.0)"
7b2df385,7b2df385,1,,,43.256,"(26.0, 41.0)"
7b30cb99,7b30cb99,0,,,35.7829,"(32.0, 38.0)"
7b489754,7b489754,1,,,40.3904,"(44.0, 37.0)"
7bb3a881,7bb3a881,0,,,38.7238,"(37.0, 34.0)"
7bdbbc72,7bdbbc72,0,,,42.5145,"(28.0, 2.0)"
7bf29f35,7bf29f35,1,,,40.4161,"(37.0, 21.0)"
7c45fc15,7c45fc15,0,,,45.2396,"(30.0, 36.0)"
7cc795e7,7cc795e7,0,,,43.7895,"(49.0, 49.0)"
7cdd2db8,7cdd2db8,1,,,39.2325,"(60.0, 52.0)"
7ce75dda,7ce75dda,0,,,na,"(11.0, 51.0)"
7ce7d67d,7ce7d67d,0,,,42.5664,"(41.0, 17.0)"
7cf1ff70,7cf1ff70,1,,,42.5707,"(72.0, 52.0)"
7cf8bd73,7cf8bd73,1,,,41.1294,"(32.0, 33.0)"
7d142c31,7d142c31,1,,,40.3944,"(62.0, 56.0)"
7d3213df,7d3213df,0,,,36.5155,"(31.0, 36.0)"
7dfdee78,7dfdee78,0,,,na,"(7.0, 44.0)"
7e02f2d0,7e02f2d0,0,,,38.9177,"(27.0, 42.0)"
7e17fe59,7e17fe59,0,,,34.8604,"(66.0, 35.0)"
7e1ca845,7e1ca845,0,,,31.3742,"(43.0, 23.0)"
7e26542c,7e26542c,1,,,43.9459,"(43.0, 36.0)"
7e3044ef,7e3044ef,0,,,41.7662,"(38.0, 32.0)"
7e452214,7e452214,1,,,36.4845,"(43.0, 39.0)"
7e4ab13b,7e4ab13b,1,,,45.2814,"(33.0, 32.0)"
7e780812,7e780812,1,,,38.4755,"(40.0, 35.0)"
7e975fab,7e975fab,1,,,33.6352,"(17.0, 5.0)"
7ea9222e,7ea9222e,1,,,39.9784,"(46.0, 50.0)"
7eaa1fcb,7eaa1fcb,0,,,33.1899,"(16.0, 60.0)"
7f13d74d,7f13d74d,0,,,38.1701,"(41.0, 18.0)"
7f1b52ad,7f1b52ad,1,,,36.1227,"(28.0, 54.0)"
7f3356fa,7f3356fa,1,,,40.7177,"(52.0, 52.0)"
7f4d606d,7f4d606d,0,,,43.2674,"(44.0, 31.0)"
7f5fd60d,7f5fd60d,1,,,37.2802,"(67.0, 22.0)"
7f66bb44,7f66bb44,0,,,na,"(23.0, 65.0)"
7f9df2b0,7f9df2b0,0,,,na,"(12.0, 66.0)"
7faa4a03,7faa4a03,0,,,38.91,"(36.0, 25.0)"
7fbd1c2e,7fbd1c2e,0,,,38.9007,"(36.0, 24.0)"
