id,is_iceberg,angle,pred,band_1_max,band_1_min,band_1_mean,band_1_median,band_1_coords,band_1_x,band_1_y,band_2_max,band_2_min,band_2_mean,band_2_median,band_2_coords,band_2_x,band_2_y
35a8236c,0,41.1346,,0.806650933979951,0.24431622042194076,0.3806133475186989,0.3669465455594796,"(34, 34)",34,34,0.5923594862078243,0.13936957524936675,0.2766651413820138,0.2735892208261765,"(36, 34)",36,34
35ac7dc2,1,42.5644,,0.47199736568734735,0.1302164879713449,0.26027900176799673,0.2626854633285212,"(37, 34)",37,34,0.4027851731443098,0.055175134577390206,0.19303467321642429,0.19385303947570212,"(37, 34)",37,34
35ba270d,0,42.5128,,0.5158312777538134,0.055271369900412794,0.1904229126780159,0.18777292641733279,"(38, 35)",38,35,0.42979269856957997,0.07501991514041258,0.19404497752240665,0.19395037163960363,"(39, 35)",39,35
36133430,0,40.4061,,0.7288701332422358,0.17885066182381507,0.3031654187719641,0.2978049746121222,"(30, 35)",30,35,0.5840040016743775,0.07267453281059894,0.23976787949348286,0.23943247408813137,"(29, 34)",29,34
364a544e,1,40.3958,,0.5618794124163585,0.17873920783359767,0.33101514428365647,0.32881999514996907,"(37, 39)",37,39,0.45484085486980397,0.1036663327284754,0.24489676023118218,0.2431316073445263,"(35, 35)",35,35
3655bf6c,0,33.0797,,0.8528004516391889,0.18259378089227407,0.33173584747432666,0.3182259331672916,"(41, 44)",41,44,0.6577433301604718,0.12924754123174428,0.26627773339671523,0.25760337575714426,"(33, 34)",33,34
3663415e,0,44.4459,,0.4826797233607763,0.1206495052948498,0.2510155499929105,0.2510154627641467,"(41, 47)",41,47,0.39263477083304665,0.09343117453111545,0.21005041844922703,0.2123785448152232,"(42, 47)",42,47
36827c58,0,41.8582,,0.7339302590678329,0.13974638994767274,0.295361765396638,0.28479159325311243,"(40, 45)",40,45,0.6103796221123919,0.09082132890847784,0.2327917126425802,0.2286118272152546,"(40, 45)",40,45
36f28ec6,0,41.0513,,0.548673485626698,0.1861032479253255,0.3143563781330346,0.3151896657247795,"(35, 39)",35,39,0.41892345416730736,0.10451023960788142,0.2474946792160331,0.2476261870560412,"(39, 38)",39,38
3741117d,1,36.9034,,0.7141424893023116,0.20417026131336527,0.3517358852521856,0.34761609611995536,"(37, 36)",37,36,0.4973657995242104,0.09968652038399,0.24584799604180044,0.24279699609185623,"(31, 40)",31,40
37707ccf,0,38.1366,,0.38746412582479944,0.10080011301449565,0.23064498380652934,0.22841902003848516,"(37, 36)",37,36,0.2853592084079435,0.04990999922024586,0.21065903247688234,0.2150960802696075,"(21, 28)",21,28
379e9548,0,36.4987,,0.5546376326903254,0.19224586844969122,0.30787121689664987,0.3073691528659156,"(38, 35)",38,35,0.3899839307825601,0.16664492927470298,0.2662759345377887,0.26732576084361825,"(38, 35)",38,35
37f93675,1,39.6426,,0.6739525194534701,0.15564469963610814,0.31051139528153243,0.3078154549267201,"(38, 37)",38,37,0.5133846495324168,0.10306680947534909,0.23359761271585577,0.2347645935177502,"(38, 37)",38,37
3815445e,0,34.1367,,0.7153859703282606,0.23927181182757426,0.36649695588765235,0.3652267489177671,"(36, 36)",36,36,0.5709337590870774,0.14871893472420733,0.2730929809230122,0.273082767014445,"(35, 43)",35,43
388c5565,1,35.2987,,0.6192624752188747,0.15061800252911564,0.28349659365761404,0.2801454625387958,"(35, 34)",35,34,0.4223902815111915,0.13251314813075382,0.24838003213367083,0.2481797053127582,"(33, 36)",33,36
389d7eaf,0,na,,0.4498614465616133,0.1305128967547669,0.2596151825556477,0.2597901274748469,"(36, 35)",36,35,0.3364484736063191,0.031316402497526576,0.18461446917034005,0.18795690901066747,"(38, 35)",38,35
38b16888,1,36.9034,,0.6667626776358733,0.23118429299930343,0.37121264435727774,0.36622455005094334,"(27, 30)",27,30,0.46450482071537563,0.12360668801717291,0.2510029059945988,0.24956374400451822,"(34, 37)",34,37
38b7eca7,1,33.635,,0.5828363023818798,0.14806535466549248,0.2905486189676494,0.28253264946301665,"(36, 30)",36,30,0.4513346658952885,0.13939886588647382,0.2573221893524493,0.25833474426955483,"(37, 29)",37,29
390938d4,1,38.4741,,0.5153668030339018,0.17651679632322984,0.3320432945740789,0.3331500113373462,"(40, 42)",40,42,0.35475802593370576,0.12562480044974467,0.23714934383544073,0.2371175415568081,"(26, 1)",26,1
39a88042,0,34.1216,,0.7928927976641678,0.2727006924655607,0.3984615185719868,0.3951642105408004,"(37, 41)",37,41,0.5657390458999989,0.13028628693636587,0.2647594872869384,0.26163067632604575,"(37, 40)",37,40
39fd995a,0,na,,0.616340428796979,0.20436256992609886,0.32875187411661383,0.32856029314368757,"(36, 32)",36,32,0.34744450284291184,0.1293038789677969,0.27183064987334593,0.27383108670407497,"(10, 35)",10,35
3a0344b8,1,37.6877,,0.47800871430107006,0.16919006128548553,0.2831399088057688,0.2831928853516103,"(35, 36)",35,36,0.34049144155004757,0.10110664264784563,0.2131484375723264,0.2154513570015641,"(34, 38)",34,38
3a32ee9b,1,43.946,,0.5507064552675385,0.12019363080455667,0.276103907399242,0.27612041797215664,"(37, 38)",37,38,0.37869808627191964,0.05658261824293673,0.19758495989185282,0.19525520097016572,"(39, 38)",39,38
3a75c2d6,1,45.2853,,0.47989369767196527,0.14305036134924193,0.28031966903147776,0.28006693870314725,"(40, 36)",40,36,0.38200334147588116,0.10856387682197732,0.2298220724890393,0.23191142371740914,"(37, 33)",37,33
3a75d8bc,0,36.3984,,0.6822326086405934,0.12354239818474833,0.2665200250194944,0.25281441891065354,"(41, 27)",41,27,0.619181184352827,0.11214852731163705,0.24535719935220357,0.238846337279368,"(40, 27)",40,27
3aac67cd,1,44.624,,0.5237284448331915,0.16092995205209953,0.28079161207224285,0.2798633002226986,"(34, 36)",34,36,0.40508210751393836,0.07721910603081007,0.21863087494509426,0.22266733603874123,"(34, 36)",34,36
3ab15430,0,37.338,,0.4592060946063149,0.17493737038581475,0.3284723336069674,0.3299833693994557,"(41, 33)",41,33,0.36665655578801937,0.11264972127279012,0.24060682508018186,0.24299013979934994,"(41, 33)",41,33
3ae035d9,0,45.8822,,0.8537652478331909,0.2187938923313074,0.35026997118454983,0.34252095863493964,"(37, 35)",37,35,0.5829864075489775,0.1618103662830316,0.2800625775397257,0.28074947286824486,"(36, 36)",36,36
3b0163d1,0,33.4034,,0.48057736607024454,0.06412566775174146,0.238201551484747,0.238414680537117,"(38, 40)",38,40,0.3134371009618098,0.08086455640464336,0.23673287718490982,0.23837298811961788,"(73, 15)",73,15
3b24972b,0,41.8582,,0.8031905755044322,0.16570178322395834,0.303404213559661,0.2921392305880603,"(39, 44)",39,44,0.5418792917638617,0.10514122225167076,0.2319820488805919,0.2285133109617679,"(40, 51)",40,51
3b431e27,1,41.877,,0.5621439629578888,0.15771992257898798,0.28078798402840144,0.28203566836796656,"(45, 36)",45,36,0.5007119868355164,0.11790282877256925,0.24206518611982658,0.2445442012914404,"(46, 34)",46,34
3b43490b,0,na,,0.4820483169375565,0.25416041716647714,0.3776278793596462,0.37928022210429524,"(36, 35)",36,35,0.42386261589370294,0.13198384762207885,0.2500565856597605,0.25095685656173095,"(35, 34)",35,34
3b716f7c,1,36.9052,,0.6795354270629733,0.23956586489592674,0.36479010902576187,0.3609573830453528,"(36, 29)",36,29,0.4618471628016986,0.10014886374264842,0.2544771159750132,0.2535301823687416,"(39, 26)",39,26
3b81a400,0,36.5862,,0.8330700292018928,0.2268851129975445,0.369258781369012,0.3564141434839376,"(36, 46)",36,46,0.658304052667507,0.1432189133856666,0.27368383343183855,0.2679709525624297,"(36, 46)",36,46
3b87fc19,0,33.0644,,0.5458356342063589,0.1386075949051542,0.2688744508555348,0.2689894441030943,"(37, 34)",37,34,0.40766179001240627,0.12924730441382734,0.25728916876722774,0.2605106272912757,"(38, 34)",38,34
3bbdc809,1,43.256,,0.48745080668658136,0.13104356831454048,0.28228113234041097,0.2811129011221879,"(38, 33)",38,33,0.3477231253543544,0.07571756825989785,0.19133436638460574,0.19465638817079048,"(45, 32)",45,32
3bc2cad2,0,35.7863,,0.8282700166979068,0.22631812104775825,0.3771156422826531,0.37215639016504665,"(34, 42)",34,42,0.5249181183355699,0.1332149393317367,0.28344031113365065,0.2832804581245098,"(35, 43)",35,43
3bc5d385,0,38.1024,,0.6993139110733266,0.16888490270323417,0.29922252726807363,0.29480009177566774,"(38, 33)",38,33,0.583084101171805,0.10083063759759141,0.24694124166464637,0.24395740388532947,"(39, 34)",39,34
3bc6f607,1,40.7118,,0.5479600404913768,0.1479477309453313,0.279340089046639,0.27825058267178876,"(41, 50)",41,50,0.42834776028083915,0.1167921402775725,0.24332432848686988,0.24346299039506417,"(43, 49)",43,49
3c258588,0,42.6404,,0.4313073610387363,0.1407685957904045,0.2725415272975221,0.274977534704544,"(35, 35)",35,35,0.4285836433903073,0.07514891858469239,0.2005021747739937,0.19996393886328598,"(38, 35)",38,35
3c546105,0,39.5211,,0.5606079744120983,0.1151595674139344,0.253661800094479,0.2558174695242762,"(39, 38)",39,38,0.33568018642705283,0.07126111623302565,0.20774793516823956,0.21191284861342363,"(39, 38)",39,38
3c674328,1,42.5644,,0.4054300678186687,0.10611879414909174,0.2568160742052961,0.2562166697477924,"(38, 32)",38,32,0.3361972347245464,0.0749535438031382,0.19031292446163225,0.19389018249637394,"(39, 32)",39,32
3c794f0c,1,41.8544,,0.5921999581804487,0.13983463578202057,0.3119365919655985,0.3037527438471714,"(46, 33)",46,33,0.4886971669198375,0.12948445886158683,0.23998332576291545,0.23702217872084824,"(32, 30)",32,30
3c866636,0,na,,0.8570349803495971,0.1070896478961296,0.29395204531464036,0.2728672253176401,"(35, 26)",35,26,0.5773531075795495,0.05617646305112017,0.20060199552803573,0.19486169684075924,"(34, 27)",34,27
3c98959e,1,44.0373,,0.44668229066642257,0.05634830561018157,0.19433537171128604,0.1950150177458883,"(36, 35)",36,35,0.3306471700209058,0.056336701532246826,0.1878407590280696,0.1888327239883687,"(39, 34)",39,34
3cbf9912,1,42.5682,,0.5163337430532581,0.1302075013545985,0.27560056344161993,0.27751993707723016,"(38, 34)",38,34,0.36060185703137826,0.07487580520584614,0.21258971300416096,0.21553739669005334,"(38, 33)",38,33
3ce725ca,0,40.9784,,0.4614977815894661,0.17274311527937233,0.30916130630779454,0.31140651196424063,"(39, 46)",39,46,0.3617961048587857,0.10470764603788167,0.2417046908915165,0.24410993955210203,"(39, 46)",39,46
3cef79cb,0,32.4245,,0.7600082866328401,0.28906295338167015,0.43261955325382945,0.43047411096559685,"(40, 30)",40,30,0.6496461516540062,0.15338665326127687,0.2799915560535878,0.2749353187948072,"(39, 31)",39,31
3d24353c,0,31.4597,,0.761938265407972,0.24207057582750163,0.376325790527013,0.3727247780941333,"(41, 42)",41,42,0.5771427758769193,0.1525707532165856,0.2761943716441239,0.2689156566257864,"(41, 42)",41,42
3e07a2a6,0,38.1382,,0.42755276253335145,0.16925001361079814,0.2849532413143664,0.28579045383486484,"(36, 35)",36,35,0.28328338718822055,0.05034428588778595,0.21022486507250704,0.21076148975720133,"(39, 42)",39,42
3e21b615,1,39.5835,,0.5845856264786163,0.13727928320850286,0.25060359861083664,0.24947330448841248,"(38, 36)",38,36,0.3451186766874049,0.11555972737321968,0.2317801687867493,0.23449809857648002,"(39, 35)",39,35
3e241d35,1,40.7118,,0.6291595322153135,0.14819564191216458,0.2606837107163946,0.25771711067782577,"(50, 46)",50,46,0.4848662507246629,0.11705192953256036,0.247105672468822,0.24739929056331955,"(40, 47)",40,47
3e5ec769,0,40.3814,,0.7715521878884438,0.17840129359419002,0.3144140986752179,0.30389058433898686,"(41, 49)",41,49,0.6758818500953554,0.08890357741632549,0.2557815931443147,0.25001792337708934,"(41, 49)",41,49
3e8f7125,0,37.97,,0.5797084113336768,0.2506113890771799,0.36893253717531654,0.36952731243472553,"(41, 47)",41,47,0.3637342600841058,0.10052790951501486,0.25386976845954945,0.25394502503888305,"(38, 48)",38,48
3efd725b,1,42.5656,,0.5006061790830052,0.16664878068188005,0.31020286557545845,0.31080892064675325,"(36, 35)",36,35,0.2856062842800167,0.09161869483513584,0.2066137673827398,0.21055136994428647,"(36, 37)",36,37
3f01fa55,1,39.2166,,0.5911706478002059,0.19028204964062506,0.32656628705779395,0.3241823150960603,"(36, 35)",36,35,0.4465843976179807,0.08803019293829914,0.23595555788883527,0.234206276582188,"(32, 33)",32,33
3f024bd5,0,39.6602,,0.5325219677285482,0.1630147723526698,0.2868384569717855,0.28698476398277684,"(33, 34)",33,34,0.4274338799389997,0.0712745151414895,0.22520110168248964,0.22579591261249352,"(37, 34)",37,34
3f3813ca,0,38.7591,,0.8823625319355195,0.20122124257712937,0.3327606435389236,0.31649575392953216,"(38, 48)",38,48,0.658127723032123,0.114806920607267,0.25752674297709954,0.24511551828423778,"(38, 47)",38,47
3f6778c5,1,33.6523,,0.682236647009284,0.1553617894739571,0.3020968535269163,0.2974491868520288,"(39, 35)",39,35,0.4729290198370653,0.12931624335588637,0.259333162257178,0.2605963055208389,"(40, 36)",40,36
3f6e7136,0,30.6966,,0.548059454160128,0.25994101788030116,0.3749275101474954,0.3759739199158584,"(37, 35)",37,35,0.47141418287049647,0.1593353199115906,0.27886975162802763,0.2806017732726202,"(36, 35)",36,35
3fec3dcf,0,39.509,,0.44813992987397705,0.11571425729613567,0.24115009958539635,0.24237963567333368,"(36, 39)",36,39,0.31553276503016014,0.08849985272418383,0.22703740721750995,0.23054279065435734,"(43, 49)",43,49
404ef525,1,38.8594,,0.4813558239558424,0.18978557957371178,0.3115575734768719,0.31074554069369403,"(36, 36)",36,36,0.3951789306439593,0.07083666374109286,0.23466044011150197,0.23760797899888741,"(38, 36)",38,36
4068c6ad,1,43.946,,0.4785054959705058,0.14209244533893478,0.2804298421287009,0.28183615550491475,"(38, 34)",38,34,0.4174789770502998,0.05670899176192727,0.20208251373505143,0.20127046331157003,"(35, 35)",35,35
4071fcf3,0,43.9873,,0.6914038561136215,0.23525572894947974,0.36200409054951044,0.35559258473743927,"(48, 28)",48,28,0.5895862362224322,0.1204017937536308,0.27797787759472947,0.2674643616455884,"(46, 27)",46,27
4076392e,0,45.2181,,0.7059127176905079,0.16938927501011583,0.2950635421414797,0.28833128573083805,"(42, 35)",42,35,0.5693286321736136,0.10878906573287618,0.2480633704515366,0.2444420455204919,"(44, 36)",44,36
4082b192,1,36.1049,,0.6045974633859559,0.26439973837353653,0.3903769223947853,0.3871742233020455,"(33, 32)",33,32,0.47078748787741553,0.1113548258306426,0.2808985461363071,0.2806278481716959,"(32, 33)",32,33
411425e6,1,32.265,,0.6504766720890491,0.15322380978306285,0.307214852519551,0.3052477878215165,"(32, 36)",32,36,0.5172501909998822,0.1532039793985363,0.26249446912336427,0.26137539907558255,"(32, 36)",32,36
41477516,1,39.9784,,0.5362988645104371,0.10295697581824828,0.25369691808320344,0.2530350085683215,"(38, 40)",38,40,0.37197144783594294,0.08849724772709637,0.22540071866565478,0.22631746045041073,"(38, 40)",38,40
417854dc,0,43.3388,,0.6065782458363422,0.09196478552473163,0.24207789815551026,0.24202207801091297,"(34, 35)",34,35,0.441044715510387,0.07523635425248197,0.1924720064758372,0.19419124038943036,"(33, 34)",33,34
4184f356,0,43.8456,,0.7177117964837675,0.11988458342282557,0.26876059977829636,0.2501949510021237,"(42, 55)",42,55,0.6463556414814053,0.07595640536127847,0.22963056725131387,0.21663818868893814,"(44, 56)",44,56
41e04309,1,42.559,,0.4932538427820192,0.18109367649296498,0.30701350369776087,0.30659475827721,"(40, 36)",40,36,0.3716345057964052,0.1060320190786497,0.21822696115093754,0.22036160201387964,"(33, 35)",33,35
41fb321a,0,na,,0.47600700462527834,0.14272310391610082,0.2658107757946674,0.2680131684721665,"(37, 36)",37,36,0.34460060633363787,0.07709976226472517,0.20501394620990404,0.20743311364607658,"(37, 36)",37,36
420de859,0,37.161,,0.5753257966405161,0.13404019991620136,0.25629381154620684,0.2562169314939112,"(41, 37)",41,37,0.36631521392086513,0.13402992949706255,0.24616936291869937,0.24963472705912435,"(40, 38)",40,38
4283f28a,0,na,,0.7800243114780809,0.23761509600049938,0.37500317821942575,0.36607230105849137,"(42, 37)",42,37,0.6422007085193226,0.14214050691199212,0.2879473116175237,0.28275378754112407,"(35, 40)",35,40
42a86b3a,0,na,,0.48674298286076445,0.23307739049988224,0.3606188467398422,0.36264027348431055,"(38, 36)",38,36,0.4117016170027088,0.12811930328268517,0.26078797786171826,0.26234053180030875,"(35, 37)",35,37
42d5bfdb,0,41.2,,0.8093262659886994,0.15692883855918185,0.33627571486604285,0.3150358836479173,"(39, 47)",39,47,0.5797999476906613,0.1171183133339356,0.2506076812653086,0.24745263691515695,"(37, 30)",37,30
430f9c05,0,35.7863,,0.5468878286758478,0.23377991708281806,0.35827543489685454,0.36015752429851544,"(37, 38)",37,38,0.3513773504552189,0.1420356713593508,0.27606642822232297,0.2776662282294535,"(22, 11)",22,11
43135317,0,43.8284,,0.33702543683682257,0.0007609458238381698,0.17091359614039645,0.17498605516391688,"(37, 41)",37,41,0.25360833228136326,0.05605902629247242,0.1770288974894509,0.1819682949169801,"(37, 1)",37,1
434c4170,1,33.6352,,0.5500411589539809,0.22734382930284197,0.3608246107428053,0.3588769750364999,"(37, 29)",37,29,0.4462668995758417,0.10841344758825633,0.2527592086228799,0.25228131685120514,"(35, 34)",35,34
43637b8a,0,na,,0.5913597282108073,0.19727536997938538,0.3231129188333983,0.3232119723771593,"(34, 36)",34,36,0.3903367146943374,0.14195725970061027,0.2722353303149602,0.2749461127061837,"(34, 36)",34,36
43639bfa,1,38.05,,0.5832903695775429,0.1444545669562526,0.28258272237191334,0.28266510546324475,"(39, 35)",39,35,0.3538504773551218,0.10057541020353178,0.23894729140019805,0.24001358786423346,"(39, 36)",39,36
43966b7c,0,42.5128,,0.540272232914759,0.055060639346554065,0.19703836257034713,0.19956984892113733,"(34, 36)",34,36,0.4430149159391122,0.05503967472884596,0.19893007867185378,0.1995880215802446,"(34, 36)",34,36
439bae96,1,37.6906,,0.6453911568899257,0.17593143228872202,0.3213082932870081,0.3153532071926438,"(32, 32)",32,32,0.5032429346994786,0.05000807923020118,0.22191234455188832,0.2197880539470218,"(32, 32)",32,32
440fa270,0,32.1906,,0.506065692093632,0.2287011200340779,0.3652810119560309,0.36648590978264406,"(40, 32)",40,32,0.4330921455025237,0.11718434814048581,0.26555930032764075,0.26728558904642846,"(40, 32)",40,32
4422c0d1,1,45.2859,,0.4867027113507676,0.09451452925284597,0.28606685566232143,0.28849973805445556,"(36, 35)",36,35,0.34068131966310633,0.15287196067885278,0.25870639734547674,0.26238405644063967,"(62, 17)",62,17
4474eb06,1,42.5591,,0.43147137614243464,0.14028404140394835,0.2606126672402591,0.26243486011589423,"(34, 37)",34,37,0.33260569158709086,0.0746621331241757,0.1981541212532996,0.19944929613726545,"(32, 37)",32,37
447b145c,0,42.5128,,0.580154987604701,0.055359042386119515,0.19587656635358838,0.1940603424018143,"(36, 34)",36,34,0.40642300795249525,0.055382437503502434,0.19813251064506232,0.19989759245421337,"(36, 34)",36,34
44ed1785,1,40.3904,,0.5332172028124595,0.20282761590068285,0.3204936380149006,0.31997541929733986,"(36, 35)",36,35,0.3864122055655302,0.11637329663104327,0.24140528014989007,0.2430634287126219,"(43, 32)",43,32
44fee0dc,1,42.5598,,0.4997130763973604,0.09146212079967275,0.2470105891433715,0.24534108111816347,"(36, 36)",36,36,0.35786011629305275,0.07475132623019179,0.2070432514338868,0.21036806041240022,"(38, 30)",38,30
452959fc,1,34.0021,,0.5862460566077584,0.11966853069788397,0.273832644120626,0.2750277650311573,"(41, 37)",41,37,0.4054056755732141,0.14811276810530308,0.25796136946367076,0.2583923658079998,"(40, 37)",40,37
456d6182,1,39.234,,0.48551099373584206,0.146433417471,0.257758546964145,0.2591796981334361,"(39, 40)",39,40,0.3358273251381372,0.08809494394245698,0.20752923213671096,0.20706383972881306,"(35, 32)",35,32
4575aa18,1,42.5656,,0.55509283411917,0.14981826842328724,0.2795952768369874,0.2774147649938647,"(31, 38)",31,38,0.3375939494069182,0.07478370796432113,0.20754347762685024,0.2103736941860055,"(32, 38)",32,38
457f6c59,1,39.2325,,0.544710985918358,0.18442570458565238,0.3006038344582157,0.30121358214071836,"(47, 48)",47,48,0.3573764468577603,0.07168803661693594,0.2314628044949381,0.23450080328637463,"(45, 48)",45,48
45aae75f,0,43.2964,,0.8203129222214179,0.181620309684048,0.3472928022443093,0.3191639440084668,"(37, 38)",37,38,0.6533001897933572,0.10658326886900352,0.25701887015462516,0.2382861008722677,"(34, 38)",34,38
45ea7f74,0,39.5095,,0.5096555151851637,0.17082531393081646,0.3147794266287572,0.3153683760034349,"(39, 51)",39,51,0.30333226740342467,0.11553585862000265,0.23025212642768522,0.23040931259785566,"(42, 30)",42,30
4621b841,0,34.7369,,0.6730383399732092,0.17237945020751236,0.3066561009469415,0.3040703540662185,"(38, 38)",38,38,0.5603489454672652,0.1498939629080323,0.2608728354172091,0.26019388955929135,"(40, 45)",40,45
4673de2a,1,39.2166,,0.5325856717482308,0.17082107613651162,0.30161631579834874,0.3011465626701973,"(39, 35)",39,35,0.3492957832849826,0.08828628035532059,0.22923943292972027,0.23036472850894854,"(31, 40)",31,40
46b7ebab,1,34.4718,,0.6836313175791088,0.15735381454335223,0.29274515186249456,0.2763471648956675,"(56, 25)",56,25,0.4659126159834446,0.12097530442818598,0.25626846682629134,0.2534695694460814,"(52, 28)",52,28
46c85664,1,43.951,,0.510466230163882,0.14160341634025678,0.2919267467949922,0.29169459871677594,"(37, 36)",37,36,0.37725884407728866,0.09264793043077332,0.21355274410642466,0.2166209757655999,"(36, 35)",36,35
46cd533d,0,45.3654,,0.4239708167535864,0.10880884626099908,0.2482341747942022,0.251901635409693,"(39, 36)",39,36,0.3093693543854989,0.1088155020908779,0.23768530506878532,0.24050750279046293,"(7, 30)",7,30
46de17e9,0,38.9007,,0.5654298988054606,0.16247127523307367,0.2983102990212036,0.2980792970087554,"(35, 36)",35,36,0.48081402195396816,0.10187424430156261,0.2392636671215122,0.24127921759747575,"(36, 37)",36,37
4712eece,0,42.5093,,0.6019741191420471,0.17380007103540385,0.30963709220702534,0.3104193551732301,"(37, 34)",37,34,0.3854842532537785,0.09128537984895904,0.22058359077296683,0.22008281746912545,"(37, 33)",37,33
471b4962,1,34.4709,,0.600333469541028,0.2680111492878212,0.4066243541108456,0.40399850351019,"(31, 30)",31,30,0.48556743118470186,0.16449419880859148,0.27775843151000934,0.2760127655327127,"(33, 28)",33,28
47377a6d,1,45.2814,,0.5196348352475202,0.13287910659717878,0.2742657811238737,0.2745201146657398,"(40, 34)",40,34,0.3552674835937533,0.10873548256312167,0.2485406903481039,0.25181061008084515,"(42, 38)",42,38
4761ba29,0,34.8978,,0.6283002944918048,0.220027900640575,0.35705802246813173,0.35622562395787655,"(40, 32)",40,32,0.5198982764840706,0.12080807358645627,0.2606250061107332,0.25948607819757535,"(40, 32)",40,32
4766f967,1,42.8454,,0.7076291614890792,0.07526987021979296,0.2510605003668434,0.2297649061174007,"(36, 52)",36,52,0.5226503748902411,0.05550059718000214,0.19701464853152173,0.18801019304200042,"(35, 52)",35,52
4777aa81,0,41.7568,,0.5189578102150187,0.20954731183246017,0.3491343182609892,0.3502123808008175,"(36, 38)",36,38,0.3991290161078063,0.11782265967560236,0.2548987157123387,0.255147411924176,"(37, 37)",37,37
479620e5,0,43.4731,,0.7592741760182323,0.19468190218532583,0.3424204189737164,0.3285738914777658,"(47, 36)",47,36,0.6694788046468563,0.1068992712190349,0.24074990744989616,0.2258332924510824,"(42, 33)",42,33
47e9b7d5,1,38.8085,,0.6186965302535637,0.1363527891965561,0.26547754048567096,0.26167199482051795,"(41, 35)",41,35,0.4616496068024875,0.1260012287609228,0.23911462556655433,0.24127790886688164,"(40, 35)",40,35
47f0178a,1,38.0736,,0.5290518000056238,0.17582817967689462,0.3096652513009807,0.3114203720444376,"(37, 36)",37,36,0.3553301281648596,0.11350774997851192,0.23584378364323963,0.23640503122905412,"(36, 33)",36,33
4832f44f,1,43.2611,,0.4939900722937795,0.15068699132757835,0.29614439109144514,0.296148657636276,"(35, 37)",35,37,0.3490812511803504,0.09231268350895747,0.20917595536447034,0.21126122541854953,"(32, 38)",32,38
48d78e40,1,37.2598,,0.5862075674641898,0.16829722034595956,0.2845512668656181,0.2823169955893037,"(40, 39)",40,39,0.4336672765101954,0.11303699335174827,0.25336143016661195,0.2536898225730252,"(35, 35)",35,35
492b5f24,1,36.1058,,0.6022547857660367,0.13329661658491215,0.2907027813380789,0.28334377575706454,"(32, 42)",32,42,0.49507140783116477,0.12294420859041785,0.26542071112559384,0.2645915110299316,"(35, 42)",35,42
492bb0d3,0,33.0766,,0.7279688790346046,0.24385755397304684,0.37230642102616046,0.3671977595130505,"(43, 48)",43,48,0.637277463449772,0.09375782122331257,0.2824031127568599,0.27828283976490914,"(43, 48)",43,48
49ce0750,0,45.8592,,0.769500210493736,0.16158571332847138,0.3252643489266659,0.3235041807585792,"(35, 33)",35,33,0.4353728266845831,0.10902280501699003,0.25442570668405307,0.25567920525303023,"(35, 33)",35,33
49f4d394,0,41.8505,,0.6785189671707549,0.19909072888267215,0.33498370498623203,0.3305809233246404,"(39, 32)",39,32,0.49855385269347235,0.07433339246302802,0.23928292605194074,0.23713313414702972,"(39, 31)",39,31
49f9ebbf,0,34.8808,,0.656184968553572,0.14122732455980283,0.27777016662829945,0.26885144157796714,"(48, 35)",48,35,0.5023142719339758,0.1214853852932783,0.25463104017586324,0.2539960779961555,"(39, 36)",39,36
4a1c2a02,1,35.2945,,0.5809602433072265,0.2508793547823559,0.3886995005053112,0.38786578147619233,"(39, 29)",39,29,0.44486534882232204,0.13191328834690327,0.271189089856728,0.27167155658273046,"(32, 35)",32,35
4a206e14,0,43.9194,,0.7707694049598348,0.2120205509092711,0.3648990718022839,0.35679892274271646,"(36, 46)",36,46,0.5454656996917479,0.10753244754458209,0.238337290159106,0.23512951746380079,"(37, 42)",37,42
4a35362f,0,38.9249,,0.4833924954346492,0.14632458094197098,0.2860736707269057,0.28697630085826803,"(37, 35)",37,35,0.284481249604888,0.08795948409391273,0.21482432935326343,0.21674943078944026,"(47, 48)",47,48
4a4cb034,0,43.9392,,0.6269869771085321,0.1682587561305927,0.3091887035183487,0.30608354317893605,"(40, 36)",40,36,0.44231609119414267,0.05679794805002629,0.21925613209057496,0.2171976024653792,"(36, 37)",36,37
4a57e4e6,1,38.4591,,0.5976303675154819,0.1545157886256005,0.29507188958583713,0.2936236426843406,"(40, 36)",40,36,0.392386423622682,0.07079772588989189,0.214853684568816,0.21626376709800435,"(32, 37)",32,37
4a77d02f,1,36.1061,,0.5559668791945439,0.15951500239011604,0.2995766171539399,0.29950137613645184,"(36, 34)",36,34,0.41772680076842683,0.11170633840412844,0.23766481109331128,0.23839238226061302,"(40, 31)",40,31
4acfe35a,0,34.9664,,0.699835084988217,0.23249520481110308,0.3605081383975651,0.36010653366174744,"(36, 42)",36,42,0.6021465849061534,0.14076521801906153,0.2638389100756446,0.265541312910555,"(37, 41)",37,41
4ae3bbc4,0,38.2732,,0.5149623304957063,0.10163846090490174,0.23853087262067793,0.23729560370221692,"(39, 39)",39,39,0.3683911099251935,0.10162119812515986,0.21040338975239073,0.21118053282934493,"(37, 39)",37,39
4afbbcfc,0,35.7354,,0.6964763961837117,0.2261161901491325,0.35206054417621924,0.35051596890635595,"(39, 33)",39,33,0.5731251100580109,0.14243235383448596,0.2663605396780637,0.2643626950656719,"(38, 34)",38,34
4b1a6229,1,43.2611,,0.5195022296780812,0.18182009675731958,0.30018166395591867,0.29850230366498415,"(38, 32)",38,32,0.3944099704032446,0.07563698784760137,0.20841524333392744,0.21125257533252725,"(32, 36)",32,36
